Provincias,Partido,Localidad,ADSL,DIALUP,FIBRAOPTICA,4G,TELEFONIAFIJA,SATELITAL
,Confluencia,Vista Alegre Norte,,--,SI,,SI,--
NEUQUEN,,,SI,,SI,--,,
MENDOZA,Luján de Cuyo,,SI,SI,,SI,SI,
MENDOZA,,,--,,,SI,,--
MENDOZA,Luján de Cuyo,,SI,SI,,--,SI,--
,Luján de Cuyo,Piedras Blancas,,--,--,,--,
MENDOZA,Luján de Cuyo,Potrerillos,,--,SI,,SI,SI
MENDOZA,Luján de Cuyo,Ugarteche,,--,SI,,SI,--
,Luján de Cuyo,Valle Del Sol,--,--,--,--,--,--
MENDOZA,,,--,,,--,--,--
MENDOZA,,VISTALBA,--,,SI,SI,,
,Maipú,Barrancas,--,--,--,SI,SI,--
,Maipú,Barrio Jesús de Nazaret,,--,--,,--,--
MENDOZA,Maipú,,--,--,,SI,--,
MENDOZA,,,--,,,SI,,--
MENDOZA,Maipú,El Pedregal,,--,--,,--,--
,Collón Curá,Piedra del Águila,,SI,--,,SI,SI
,Collón Curá,Santo Tomás,--,--,--,--,SI,
,Confluencia,11 de Octubre,,--,SI,,SI,
NEUQUEN,,Arroyito,--,,--,SI,,--
NEUQUEN,Confluencia,,--,--,,--,,--
,Confluencia,Centenario,,--,SI,,SI,
,Confluencia,Cutral Có,SI,SI,SI,SI,--,SI
NEUQUEN,Confluencia,El Chocón,,--,--,,--,
,Confluencia,Mari Menuco,--,--,--,SI,--,--
NEUQUEN,,,SI,SI,,SI,SI,SI
JUJUY,,El Piquete,SI,,--,SI,,--
JUJUY,,,--,,,--,,SI
JUJUY,SANTA BARBARA,,--,--,,SI,SI,
,SANTA BARBARA,Puente Lavayén,,--,--,,--,--
JUJUY,SANTA BARBARA,Santa Clara,,--,--,,SI,SI
JUJUY,SANTA BARBARA,,--,--,,--,--,
JUJUY,,Casira,--,,,--,,
,Santa Catalina,Ciénega,--,--,SI,--,--,--
,Santa Catalina,Cieneguillas,,--,SI,,--,--
JUJUY,,Cusi Cusi,--,,SI,--,,
JUJUY,Santa Catalina,,--,--,,--,--,--
JUJUY,Santa Catalina,,--,--,,--,--,--
JUJUY,,,--,,,--,,SI
JUJUY,Santa Catalina,Oratorio,,--,SI,,--,
,Santa Catalina,Paicone,,--,SI,,--,
JUJUY,,San Juan de Oros,--,,--,--,,--
JUJUY,Santa Catalina,,--,--,,--,--,SI
JUJUY,,,--,,,--,,
JUJUY,,Catua,--,,SI,--,,
,Susques,Coranzuli,,--,SI,,--,--
,Susques,El Toro,--,--,SI,--,--,SI
,Susques,Huáncar,,--,SI,,--,--
JUJUY,Susques,Jama,,--,SI,,--,
LA PAMPA,,Embajador Martini,SI,,SI,SI,,SI
LA PAMPA,Realicó,,--,--,,--,SI,SI
LA PAMPA,Realicó,Ingeniero Luiggi,,--,SI,,SI,
,Realicó,Ojeda,,--,--,,--,--
LA PAMPA,,Realicó,SI,,SI,SI,,SI
LA PAMPA,,,--,,,SI,,--
,Toay,Naicó,--,--,--,--,--,
,Toay,Toay,,--,SI,,SI,SI
LA PAMPA,Trenel,Arata,,--,SI,,SI,SI
,Trenel,Metileo,--,--,--,SI,SI,SI
LA PAMPA,Trenel,,SI,--,,SI,SI,SI
LA PAMPA,,,--,,SI,SI,,
,Utracán,Chacharramendi,,--,--,,SI,SI
LA PAMPA,Utracán,Colonia Santa María,,SI,SI,,SI,--
,Utracán,General Acha,SI,--,SI,SI,SI,SI
,Utracán,Quehué,,--,SI,,SI,
LA PAMPA,,Unanué,--,,SI,--,,--
LA RIOJA,,,SI,,,SI,,SI
LA RIOJA,Arauco,,--,--,,--,--,
LA RIOJA,,,--,,,--,,--
LA RIOJA,Arauco,Estación Mazán,,--,--,,--,SI
,Arauco,Machigasta,--,--,--,SI,--,--
LA RIOJA,,,--,,,SI,,
LA RIOJA,Arauco,,--,--,,--,--,
,Arauco,Villa Mazán,,--,--,,SI,--
,General Belgrano,Loma Blanca,--,--,--,SI,--,SI
LA RIOJA,,,SI,,,SI,,SI
LA RIOJA,,Aminga,--,,SI,--,,
LA RIOJA,,Anillaco,--,,SI,SI,,SI
LA RIOJA,Castro Barros,,--,--,,--,SI,--
,Castro Barros,Chuquis,--,--,--,,--,
LA RIOJA,Castro Barros,Los Molinos,,--,--,,--,
LA RIOJA,Castro Barros,,--,--,,--,--,--
LA RIOJA,,,--,,,--,,--
LA RIOJA,,Santa Vera Cruz,--,,--,--,,
LA RIOJA,Chamical,,SI,--,,SI,,
,Chamical,Polco,--,--,--,--,--,--
LA RIOJA,Chilecito,Anguinan,,--,--,,--,--
LA RIOJA,Chilecito,Chilecito,,--,SI,,SI,
,Chilecito,Colonia Anguinán,,--,SI,,SI,--
LA RIOJA,Chilecito,,--,--,,--,--,--
LA RIOJA,,,--,,,--,,--
,Chilecito,Colonia Vichigasta,,--,--,--,--,SI
LA RIOJA,Chilecito,Guanchín,,--,--,,--,
LA RIOJA,Chilecito,,--,,,--,--,--
LA RIOJA,,Los Sarmientos,--,,--,SI,,--
LA RIOJA,Chilecito,Malligasta,,--,--,,SI,--
,Chilecito,Miranda,--,--,--,--,--,
,Chilecito,Nonogasta,,--,SI,,SI,SI
LA RIOJA,Chilecito,San Miguel,,--,--,,--,--
LA RIOJA,,,--,,,--,,
LA RIOJA,Chilecito,,--,--,,--,--,--
LA RIOJA,Chilecito,Sañogasta,,--,--,,SI,--
,Chilecito,Tilimuqui,--,--,--,--,--,--
LA RIOJA,Chilecito,Vichigasta,,--,SI,,SI,
,Coronel Felipe Varela,Aicuña,,--,--,,--,--
LA RIOJA,Coronel Felipe Varela,,SI,--,,SI,SI,SI
LA RIOJA,,,--,,,SI,,--
JUJUY,,Loteo Navea,--,,SI,--,,--
JUJUY,,,--,,,--,--,
,San Antonio,San Antonio,SI,--,--,--,SI,SI
Buenos Aires,San Pedro,Arrayanal,,--,--,,--,--
JUJUY,,,--,,,--,,
JUJUY,,Don Emilio,--,,--,--,,--
Buenos Aires,San Pedro,El Acheral,,--,--,,--,--
Buenos Aires,San Pedro,El Puesto,,--,--,,--,--
JUJUY,,,--,,,--,,
Buenos Aires,San Pedro,,--,--,,SI,--,
Buenos Aires,San Pedro,,--,--,,--,,--
JUJUY,,La Mendieta,--,,--,SI,,SI
Buenos Aires,San Pedro,Miraflores,,--,--,,--,--
Buenos Aires,San Pedro,Palos Blancos,--,--,--,--,--,
JUJUY,,Parapetí,--,,--,--,,--
JUJUY,,,--,,,--,,--
Buenos Aires,San Pedro,,--,--,,SI,--,
JUJUY,,,--,,,--,,
Buenos Aires,San Pedro,San Antonio,,--,--,,--,--
Buenos Aires,San Pedro,San Lucas,,--,--,,--,--
Buenos Aires,San Pedro,San Pedro (Est. San Pedro de Jujuy),SI,--,SI,--,SI,
Buenos Aires,San Pedro,Sauzal,,--,--,,--,
JUJUY,,El Fuerte,--,,--,SI,,SI
JUJUY,Susques,,--,--,,--,--,--
,Grl. José de San Martín,Aguaray,,--,SI,,SI,
,Grl. José de San Martín,Campamento Vespucio,SI,--,SI,SI,SI,SI
SALTA,,,--,,,SI,,--
SALTA,Grl. José de San Martín,,--,--,,SI,--,--
,Grl. José de San Martín,Capiazuti,,--,--,,--,
SALTA,Grl. José de San Martín,Carboncito,,--,--,,--,--
SALTA,Grl. José de San Martín,Coronel Cornejo,,--,SI,,SI,SI
,Grl. José de San Martín,Dragones,--,--,SI,SI,SI,SI
SALTA,,,SI,--,,SI,SI,SI
SALTA,,General Ballivián,--,,SI,SI,,
,Grl. José de San Martín,General Mosconi,SI,--,SI,SI,SI,SI
,Grl. José de San Martín,Hickman,,--,--,,--,--
SALTA,Grl. José de San Martín,Misión Chaqueña,,--,--,,--,
,Grl. José de San Martín,Misión El Cruce - El Milagro - El Jardín de San Martín,--,--,--,SI,--,--
MENDOZA,Guaymallén,,--,--,,SI,--,--
MENDOZA,,,--,,,SI,,SI
MENDOZA,,Capilla Del Rosario,--,,SI,SI,,--
MENDOZA,,,--,,,SI,,
,Guaymallén,Colonia Segovia,--,--,SI,SI,--,--
,Guaymallén,DORREGO,,--,SI,,--,--
MENDOZA,,,--,,,SI,--,
MENDOZA,,GENERAL BELGRANO,--,,--,SI,,
,Guaymallén,Guaymallén,,SI,SI,,SI,--
MENDOZA,Guaymallén,JESUS NAZARENO,,--,SI,,--,--
MENDOZA,,KILOMETRO 11 (GUAYMALLEN),--,,--,--,,
MENDOZA,Guaymallén,,--,--,,--,--,
MENDOZA,,,--,,,SI,,--
MENDOZA,,Los Corralitos,SI,,--,SI,,SI
,Las Heras,Panquehua,,--,SI,,--,
,Las Heras,Papagayos,--,--,--,SI,--,
MENDOZA,,Polvaredas,--,,--,--,,--
MENDOZA,Las Heras,,--,--,,SI,,SI
MENDOZA,,Punta de Vacas,--,,--,--,,
MENDOZA,Las Heras,,--,--,,SI,--,
,Las Heras,Uspallata,,SI,SI,,SI,--
MENDOZA,Lavalle,3 de Mayo,,--,--,,SI,--
,Lavalle,Barrio Alto del Olvido,,--,--,,--,
,Lavalle,Barrio Jocolí II,--,--,--,--,--,
MENDOZA,,,--,,,--,,--
MENDOZA,,Barrio La Palmera,--,,--,--,,--
,Lavalle,Barrio La Pega,--,--,--,--,SI,--
,Lavalle,Barrio Lagunas de Bartoluzzi,,--,--,,--,
MENDOZA,Lavalle,,--,--,,--,--,--
MENDOZA,,Barrio Los Olivos,SI,,,--,,--
MENDOZA,Lavalle,Barrio Virgen del Rosario,,--,--,,--,--
,Lavalle,Costa de Araujo,--,--,SI,SI,--,
,Lavalle,El Paramillo,--,--,--,--,--,--
,Lavalle,El Vergel,,--,--,,--,--
MENDOZA,,Ingeniero Gustavo André,--,,--,--,,
MENDOZA,,,--,,,--,,--
MENDOZA,Lavalle,Jocolí Viejo,,--,--,,--,--
,Luján de Cuyo,Agrelo,SI,--,SI,SI,SI,--
,Luján de Cuyo,Barrio Adina I Y Ii,,--,--,,--,--
MENDOZA,Luján de Cuyo,Barrio Perdriel IV,,--,SI,,--,
MENDOZA,,,SI,,,SI,,--
MENDOZA,Luján de Cuyo,,--,--,,SI,--,--
MENDOZA,Luján de Cuyo,,--,,,SI,--,
MENDOZA,,Costa Flores,--,,SI,SI,,--
MENDOZA,Luján de Cuyo,El Carmelo,,--,--,,--,--
,Luján de Cuyo,El Carrizal,--,--,--,SI,--,--
MENDOZA,,El Salto,--,,--,--,,
MENDOZA,,,--,,,--,,
MENDOZA,Luján de Cuyo,Las Carditas,,--,--,,--,--
,Luján de Cuyo,Las Compuertas,,SI,--,,SI,--
MENDOZA,Luján de Cuyo,,--,--,,--,SI,
MENDOZA,,,--,,,SI,,
MENDOZA,,PEDRO MOLINA,--,,SI,SI,,--
MENDOZA,Guaymallén,,SI,SI,,SI,,--
,Guaymallén,RODEO DE LA CRUZ,--,--,SI,SI,--,
MENDOZA,Guaymallén,SAN FRANCISCO DEL MONTE,,--,SI,,--,
MENDOZA,,,--,,,SI,,--
MENDOZA,,VILLA NUEVA,--,,--,SI,,--
MENDOZA,Junín,,--,--,,--,,
MENDOZA,,Ingeniero Giagnoni,SI,,SI,SI,,--
,Junín,Junín,,SI,SI,,SI,--
,Junín,La Colonia,--,--,SI,SI,--,SI
,Junín,Los Barriales,,SI,--,,SI,
MENDOZA,Junín,Medrano,,--,--,,--,
MENDOZA,,,--,,,--,,--
MENDOZA,Junín,,--,--,,SI,SI,--
MENDOZA,La Paz,Desaguadero,,--,--,,SI,
,La Paz,La Paz,SI,--,SI,,SI,--
MENDOZA,,Villa Antigua,--,,--,--,,--
MENDOZA,,,--,,,--,SI,--
,Las Heras,Capdeville,--,--,--,SI,--,
MENDOZA,Las Heras,El Algarrobal,,--,SI,,--,--
MENDOZA,Las Heras,El Borbollon,,--,--,,--,--
,Las Heras,EL CHALLAO,,--,SI,,--,--
MENDOZA,Las Heras,,--,--,,SI,--,--
MENDOZA,,,--,,,--,,
,Las Heras,EL ZAPALLAR,--,--,SI,SI,--,--
MENDOZA,Las Heras,Jocolí,,--,--,,SI,--
MENDOZA,Las Heras,La Cieneguita,,--,--,,--,--
,Las Heras,Las Cuevas,,--,--,,--,
MENDOZA,Las Heras,,SI,SI,,SI,SI,SI
MENDOZA,,,--,,,--,,--
NEUQUEN,,Caviahué,--,,--,SI,,
NEUQUEN,Ñorquín,,--,--,,--,,--
,Ñorquín,El Cholar,--,--,--,--,SI,SI
NEUQUEN,Ñorquín,El Huecú,,--,--,,SI,SI
NEUQUEN,,,--,,,--,,--
NEUQUEN,,Barrancas,--,,--,--,,
,Pehuenches,Buta Ranquil,,--,--,,SI,SI
NEUQUEN,Pehuenches,Octavio Pico,,--,--,,--,--
NEUQUEN,,,SI,,,SI,,
NEUQUEN,Picún Leufú,,--,--,,--,--,
NEUQUEN,Picún Leufú,,--,,,--,SI,--
NEUQUEN,,Picún Leufú,--,,--,SI,,SI
NEUQUEN,Picunches,Bajada del Agrio,,--,--,,SI,
,Picunches,La Buitrera,--,--,--,--,--,SI
NEUQUEN,,Las Lajas,--,,--,SI,,SI
NEUQUEN,,,--,,,--,,--
NEUQUEN,Zapala,,--,--,,SI,--,--
MENDOZA,,Fray Luis Beltrán,SI,,,SI,,
MENDOZA,Maipú,GENERAL GUTIERREZ,,--,SI,,--,--
,Maipú,LUZURIAGA,--,--,SI,SI,--,--
,Maipú,Maipú,SI,SI,SI,SI,SI,
,Maipú,Rodeo del Medio,,SI,SI,,SI,
MENDOZA,,Russell,SI,,SI,SI,,--
MENDOZA,,,SI,,,SI,,--
MENDOZA,Maipú,Villa Teresa,,--,--,,--,--
,Malargüe,Agua Escondida,--,--,--,SI,--,
MENDOZA,,Bardas Blancas,--,,--,SI,,--
MENDOZA,Malargüe,,--,--,,SI,SI,--
,Coronel Felipe Varela,Pagancillo,,--,SI,,--,--
LA RIOJA,Coronel Felipe Varela,Santa Clara,,--,--,,--,
,Coronel Felipe Varela,Villa Unión,,--,SI,,SI,SI
,Famatina,Alto Carrizal,--,--,--,--,--,--
LA RIOJA,,,--,,,--,,
LA RIOJA,,Antinaco,--,,--,--,,--
,Famatina,Bajo Carrizal,--,--,--,--,--,--
,Famatina,Campanas,,--,SI,,SI,--
,Famatina,Chañarmuyo,,--,--,,--,
LA RIOJA,Famatina,Famatina,,--,SI,,SI,--
LA RIOJA,,La Cuadra,--,,--,--,,--
LA RIOJA,Famatina,,--,--,,SI,SI,--
LA RIOJA,,,--,,,--,,--
LA RIOJA,,Santa Cruz,--,,--,--,,
,Famatina,Santo Domingo,,--,--,,--,--
,General Angel V. Peñaloza,Punta de los Llanos,--,--,SI,SI,SI,--
LA RIOJA,,Tama,SI,,SI,SI,,
LA RIOJA,General Belgrano,,--,--,,--,,--
LA RIOJA,General Belgrano,Chañar,,--,SI,,SI,--
,Matacos,Ingeniero Guillermo N. Juárez,SI,--,--,SI,SI,SI
FORMOSA,Patiño,,--,--,,--,--,
FORMOSA,,,--,,,--,,
FORMOSA,,Comandante Fontana,--,,--,SI,,--
FORMOSA,,,--,,,--,,--
,Patiño,Estanislao del Campo,SI,--,--,SI,SI,--
,Patiño,Fortín Cabo 1º Lugones,,--,--,,--,
FORMOSA,,,--,,,--,--,SI
FORMOSA,,Ibarreta,SI,,--,SI,,SI
FORMOSA,,,--,,,SI,,
FORMOSA,Patiño,,SI,--,,SI,SI,SI
,Patiño,Posta Cambio Zalazar,,--,--,,--,--
FORMOSA,Patiño,Pozo del Tigre,,--,SI,,SI,--
FORMOSA,Patiño,San Martín I,,--,--,,--,
,Patiño,San Martín II,--,--,SI,SI,SI,
JUJUY,,,--,--,,--,--,--
FORMOSA,,Laguna Naick-Neck,SI,,--,SI,,SI
,Pilcomayo,Palma Sola,--,--,--,SI,--,
,Pilcomayo,Puerto Pilcomayo,,--,--,,--,--
FORMOSA,Pilcomayo,,--,--,,SI,SI,--
FORMOSA,,,--,,,SI,,--
FORMOSA,Pilcomayo,Siete Palmas,,--,SI,,SI,
,Pirané,Colonia Campo Villafañe,,--,SI,,SI,--
,Pirané,El Colorado,SI,--,SI,SI,SI,SI
,Pirané,Palo Santo,,--,--,,SI,SI
FORMOSA,,Pirané,--,,SI,SI,,SI
FORMOSA,Pirané,,--,--,,SI,SI,
,Ramón Lista,El Potrillo,,--,--,,--,--
,Ramón Lista,El Quebracho,--,--,--,--,--,--
,Nogoyá,Hernández,,--,--,,SI,SI
,Nogoyá,Lucas González,SI,--,--,SI,SI,
ENTRE RIOS,Nogoyá,,SI,--,,SI,,--
ENTRE RIOS,,XX de Setiembre,--,,--,--,,--
ENTRE RIOS,,,--,,,SI,,
ENTRE RIOS,Paraná,,--,--,,--,--,--
,Paraná,Aldea San Rafael,,--,--,,SI,--
ENTRE RIOS,Paraná,Aldea Santa María,,--,--,,SI,--
ENTRE RIOS,Paraná,,--,--,,--,--,
ENTRE RIOS,,Cerrito,SI,,--,SI,,
,Paraná,Colonia Avellaneda,SI,--,--,SI,SI,--
ENTRE RIOS,Paraná,Colonia Crespo,,--,--,,--,--
ENTRE RIOS,,Colonia Merou,--,,--,--,,--
ENTRE RIOS,Paraná,,SI,,,SI,SI,
ENTRE RIOS,Paraná,,--,--,,--,--,--
ENTRE RIOS,,,--,,,SI,,--
ENTRE RIOS,Diamante,General Ramírez,,--,--,,SI,
,Diamante,La Juanita,,--,--,,--,
ENTRE RIOS,,,--,,,--,,--
ENTRE RIOS,Diamante,,--,--,,--,--,--
ENTRE RIOS,Diamante,,--,,,--,--,--
ENTRE RIOS,,Strobel,--,,--,SI,,
ENTRE RIOS,Diamante,Villa Libertador San Martín,,--,--,,SI,--
,Federación,Chajarí,SI,--,SI,SI,SI,--
,Federación,Colonia Alemana,,--,--,,--,
ENTRE RIOS,Federación,Colonia Ensanche Sauce,,--,--,,--,
ENTRE RIOS,,,--,,,SI,,--
ENTRE RIOS,Federación,,--,--,,--,--,--
ENTRE RIOS,Federación,Colonia Santa María,,--,--,,--,--
,Federación,Federación,SI,--,SI,SI,SI,
ENTRE RIOS,,Los Conquistadores,--,,--,SI,,--
ENTRE RIOS,Federación,,--,--,,SI,,--
,Ramón Lista,General Mosconi,--,--,SI,--,SI,SI
JUJUY,Cochinoca,Abdón Castro Tolay,,--,--,,--,
JUJUY,Cochinoca,Abra Pampa,,--,--,,SI,SI
,Cochinoca,Abralaite,,--,--,,--,--
JUJUY,Cochinoca,,--,--,,--,--,
JUJUY,,,--,,,--,,--
,Cochinoca,Cochinoca,,--,--,--,--,--
JUJUY,Cochinoca,La Redonda,,--,--,,--,SI
,Cochinoca,Puesto del Marquéz,,--,SI,,--,--
,Cochinoca,Quebraleña,--,--,--,--,--,
JUJUY,,,--,,,--,,--
JUJUY,,Rinconadillas,--,,--,--,,--
JUJUY,,San Francisco de Alfarcito,--,,--,--,,
JUJUY,Cochinoca,,--,--,,--,--,--
,Cochinoca,Santuario de Tres Pozos,--,--,--,,--,--
JUJUY,Cochinoca,Tambillos,,--,--,,--,--
JUJUY,Cochinoca,,--,--,,--,--,
JUJUY,,,--,,,--,,
,Doctor Manuel Belgrano,Guerrero,SI,--,--,SI,SI,--
,Doctor Manuel Belgrano,La Almona,,--,SI,,--,--
JUJUY,,León,--,,--,--,,
JUJUY,,,--,,,SI,,
JUJUY,Doctor Manuel Belgrano,,--,--,,--,--,--
JUJUY,,,--,,,--,,--
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),,--,SI,,SI,
,Doctor Manuel Belgrano,Yala,--,--,--,SI,SI,SI
JUJUY,,,--,,,--,,--
JUJUY,El Carmen,,--,--,,--,--,--
JUJUY,,Barrio La Unión,--,,--,--,,
JUJUY,,,SI,,,SI,,SI
,El Carmen,Fleming,--,--,--,SI,--,--
,El Carmen,Los Lapachos (Est. Maquinista Verón),,--,--,,--,--
JUJUY,El Carmen,Loteo San Vicente,,--,--,,--,
,El Carmen,Manantiales,--,--,--,SI,--,
JUJUY,El Carmen,,--,--,,SI,SI,SI
JUJUY,,,SI,,--,SI,,SI
,El Carmen,Perico,,--,--,,SI,
JUJUY,El Carmen,Pila Pardo,,--,--,,--,--
JUJUY,,,SI,,,SI,,SI
JUJUY,,Llulluchayoc,--,,--,--,,--
,Yavi,Pumahuasi,,--,SI,,--,
,Yavi,San Jose,--,--,--,--,--,--
,Yavi,Yavi,,--,--,,--,SI
JUJUY,Yavi,Yavi Chico,,--,SI,,--,--
LA PAMPA,,Doblas,--,,SI,--,,SI
LA PAMPA,Atreucó,,--,--,,SI,SI,
LA PAMPA,Atreucó,Miguel Riglos,,--,SI,,SI,SI
,Atreucó,Rolón,,--,--,,SI,SI
,Atreucó,Tomas M. Anchorena,--,SI,--,--,SI,
,Caleu Caleu,Anzoategui,,--,--,,--,--
LA PAMPA,,La Adela,--,,--,SI,,SI
LA PAMPA,Capital,,--,--,,SI,SI,SI
JUJUY,Susques,,--,--,,--,SI,SI
JUJUY,,,--,,,--,,
JUJUY,Susques,Puesto Sey,,--,SI,,--,--
,Susques,San Juan de Quillaqués,,--,SI,,--,SI
JUJUY,,Susques,--,,SI,SI,,
JUJUY,Tilcara,,--,--,,--,--,--
JUJUY,Tilcara,Huacalera,,--,SI,,--,--
,Tilcara,Juella,--,--,--,--,SI,--
JUJUY,,,--,--,,SI,SI,
JUJUY,,Tilcara,--,,SI,SI,,
JUJUY,,,--,,,--,,--
JUJUY,Tumbaya,,--,--,,--,--,--
,Tumbaya,El Moreno,,--,--,,--,--
JUJUY,Tumbaya,Puerta de Colorados,,--,--,,--,
JUJUY,Tumbaya,,SI,--,,SI,SI,--
JUJUY,,Tumbaya,--,,,SI,,--
JUJUY,Tumbaya,,SI,--,,SI,SI,
JUJUY,,,--,,,--,,
JUJUY,Valle Grande,Pampichuela,,--,--,,--,--
,Valle Grande,San Francisco,,--,--,,--,--
,Valle Grande,Santa Ana,--,--,--,--,--,
ENTRE RIOS,Paraná,El Pingo,,--,--,,SI,
ENTRE RIOS,,El Ramblón,--,,--,SI,,--
ENTRE RIOS,,,--,,,SI,--,--
,Paraná,Hasenkamp,,--,SI,,SI,SI
,Paraná,Hernandarias,--,--,--,SI,SI,
ENTRE RIOS,,,SI,,,SI,,--
ENTRE RIOS,Paraná,,--,--,,--,--,SI
,Paraná,María Grande,,SI,SI,,SI,--
ENTRE RIOS,Paraná,Oro Verde,,--,--,,SI,
ENTRE RIOS,Paraná,Paraná,,SI,SI,,SI,SI
,Paraná,Pueblo Bellocq (Est. Las Garzas),--,--,--,--,SI,--
ENTRE RIOS,Paraná,,--,--,,SI,,
ENTRE RIOS,,Pueblo General San Martín,--,,--,SI,,--
,Zapala,Los Catutos,--,--,--,--,--,--
,Zapala,Mariano Moreno,,SI,--,,SI,SI
,Zapala,Ramon M. Castro,--,--,--,SI,--,
,Zapala,Zapala,,SI,SI,,SI,SI
RIO NEGRO,,Aguada de Guerra,--,,--,--,,--
RIO NEGRO,25 de Mayo,,--,--,,--,--,--
RIO NEGRO,25 de Mayo,,--,--,,--,SI,
RIO NEGRO,,,--,,,--,,
RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,,SI,SI,,SI,SI
,25 de Mayo,Los Menucos,,--,--,,--,SI
RIO NEGRO,,Maquinchao,--,,--,SI,,
RIO NEGRO,25 de Mayo,,--,--,,--,--,--
RIO NEGRO,25 de Mayo,Pilquiniyeu,,--,--,,--,SI
,9 de Julio,Comicó,--,--,--,--,--,SI
RIO NEGRO,,,--,--,,--,SI,
RIO NEGRO,,Ministro Ramos Mexía,--,,SI,--,,SI
LA PAMPA,,,--,,,SI,,SI
LA PAMPA,Guatraché,,--,--,,SI,SI,SI
,Guatraché,Perú,,--,--,,--,--
LA PAMPA,Guatraché,Santa Teresa,,--,SI,,SI,
LA PAMPA,Hucal,,--,--,,--,--,SI
LA PAMPA,,,SI,,,SI,,SI
LA PAMPA,,General San Martín (Est. Villa Alba),--,,SI,SI,,
LA PAMPA,,,--,,,--,,--
,Hucal,Jacinto Arauz,--,--,SI,SI,SI,SI
,Lihuel Calel,Cuchillo Co,,--,SI,,--,SI
LA PAMPA,Limay Mahuida,La Reforma,,--,--,,SI,SI
,Limay Mahuida,Limay Mahuida,--,--,--,--,--,
LA PAMPA,Loventué,,--,--,,--,SI,SI
LA PAMPA,,,--,,SI,--,,--
,Loventué,Luan Toro,,--,--,,SI,
LA PAMPA,Loventué,Telén,,--,SI,,SI,SI
LA PAMPA,,,--,,,SI,,SI
LA PAMPA,,Agustoni,--,,--,--,,--
,Maracó,Dorila,,--,SI,,SI,
,Maracó,General Pico,SI,SI,SI,SI,SI,
,Maracó,Speluzzi,,--,SI,SI,SI,--
LA PAMPA,Maracó,Trebolares,,--,--,,--,--
LA PAMPA,,25 de Mayo,--,,SI,SI,,--
LA PAMPA,Puelén,,--,--,,--,--,
LA PAMPA,Puelén,Puelén,,SI,--,,SI,SI
,Quemú Quemú,Colonia Barón,,SI,SI,,SI,SI
,Quemú Quemú,Colonia San José,,--,--,,--,
,Quemú Quemú,Miguel Cané,--,--,SI,SI,SI,
MENDOZA,,,--,,,--,,--
MENDOZA,,Barrio El Cepillo,--,,--,--,,--
MENDOZA,,Chilecito,--,,--,SI,,
MENDOZA,San Carlos,,SI,--,,SI,SI,
,San Carlos,La Consulta,SI,--,--,,SI,SI
MENDOZA,San Carlos,Pareditas,,--,SI,,SI,--
MENDOZA,San Carlos,,--,--,,SI,--,--
MENDOZA,,,--,,,--,,
,San Martín,Alto Verde,--,--,SI,--,--,--
,San Martín,Barrio Chivilcoy,,--,--,,--,--
MENDOZA,,Barrio Emanuel,--,,--,--,,--
MENDOZA,,,--,,,--,,
MENDOZA,San Martín,,--,--,,--,--,--
MENDOZA,,Barrio Ntra. Sra. De Fátima,--,,,--,,--
MENDOZA,San Martín,Chapanay,,SI,SI,,SI,
,San Martín,Chivilcoy,--,--,--,--,--,--
MENDOZA,,,--,,,--,,--
MENDOZA,San Martín,,--,--,,--,--,--
MENDOZA,,,--,,,SI,SI,--
MENDOZA,,Nueva California,--,,--,--,,
MENDOZA,Tupungato,El Zampal,,--,--,,--,--
,San Rafael,Villa Atuel Norte,--,--,--,SI,SI,--
,Santa Rosa,Barrio 12 de Octubre,,--,SI,,--,
MENDOZA,Santa Rosa,Barrio María Auxiliadora,,--,--,,--,--
MENDOZA,,,--,,,--,,--
MENDOZA,Santa Rosa,,--,--,,SI,SI,--
MENDOZA,Santa Rosa,Las Catitas,,--,--,,SI,--
,Santa Rosa,Santa Rosa,--,--,SI,--,SI,
MENDOZA,,Barrio San Cayetano,--,,--,--,,--
MENDOZA,Tunuyán,,--,--,,--,,--
,Tunuyán,Colonia Las Rosas,--,--,--,SI,SI,
MENDOZA,Tunuyán,El Manzano,,--,--,,--,
MENDOZA,Tunuyán,Los Sauces,,--,SI,,SI,--
,Tunuyán,Tunuyán,,SI,SI,,SI,--
MENDOZA,Tunuyán,,--,--,,SI,SI,
MENDOZA,,,--,,,--,,
,Tupungato,Cordón del Plata,,--,--,,SI,--
MENDOZA,Tupungato,El Peral,,--,--,,--,--
,San Justo,Las Varillas,,--,SI,,SI,
CORDOBA,San Justo,Marull,,--,SI,,SI,
CORDOBA,,,--,,,SI,,--
CORDOBA,San Justo,,SI,--,,SI,SI,--
CORDOBA,San Justo,,--,--,,--,--,--
CORDOBA,,Plaza San Francisco,--,,--,SI,,
,San Justo,Porteña,,--,SI,,SI,--
,San Justo,Quebracho Herrado,--,--,--,--,SI,--
CORDOBA,,Sacanta,--,,SI,SI,,
CORDOBA,,,SI,,,SI,,--
JUJUY,Valle Grande,Valle Colorado,,--,--,,--,--
,Valle Grande,Valle Grande,,--,--,,--,--
CORDOBA,San Justo,,--,--,,SI,SI,
CORDOBA,,,SI,,,SI,,--
